group,annotator_id,mr_id,mr,sys_name,sys_output,fine_score,coarse_label,trust,anomaly_note,peer_mean,peer_scores
E,annotator_029,370,"name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",sheff1,The Punter is a moderately priced Chinese restaurant near Raja Indian Cuisine in the city centre it is not kid friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),72.5,"75,70"
E,annotator_029,370,"name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",slug,The Punter is a Chinese restaurant in the city centre near Raja Indian Cuisine. It is not kid friendly and has a moderate price range.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),60.0,"50,70"
E,annotator_029,370,"name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",tgen,The Punter is a chinese restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly and has a moderate price range.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),75.0,"80,70"
E,annotator_029,370,"name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",tnt2,The Punter is a moderately priced chinese restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),85.0,"100,70"
E,annotator_029,383,"name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",forge1,"The Punter, which has an average customer rating, is a cheap restaurant serving Indian food. Kid-friendly The Punter is located in the riverside near Express by Holiday Inn.",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),100.0,100
E,annotator_029,383,"name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",forge3,"Cheap Indian food for all the family can be found at The Punter restaurant, near Express by Holiday Inn, in the riverside area. Average ratings.",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),100.0,100
E,annotator_029,383,"name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",harv,The Punter is a restaurant providing Indian food in the cheap price range. It is located in the riverside and is near Express by Holiday Inn. Its customer rating is average.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),100.0,100
E,annotator_029,383,"name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",tr2,The Punter is a restaurant which serves Indian food at a cheap price. The Punter has an average rating but it is by Express by Holiday Inn at the riverside. The restaurant is child friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),95.0,95
E,annotator_029,383,"name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",zhang,The Punter is a restaurant providing Indian food in the cheap price range . It is located in the riverside . It is near Express by Holiday Inn . Its customer rating is average .,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),95.0,95
E,annotator_029,389,"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",nle,The Punter is a children friendly restaurant providing Indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),70.0,"60,60,90"
E,annotator_029,389,"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",sheff1,The Punter is an Indian food in the high price range restaurant located in the city centre near Express by Holiday Inn it has a average customer rating and is child friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),86.67,"100,60,100"
E,annotator_029,389,"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",slug,The Punter is a high priced Indian restaurant in the city centre near Express by Holiday Inn. It is child friendly and has an average customer rating.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),99.33,"98,100,100"
E,annotator_029,389,"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",slug-alt,The Punter is a high priced Indian restaurant in the city centre near Express by Holiday Inn with an average customer rating and is children friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),78.0,"56,100"
E,annotator_029,389,"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",tr1,the punter is a restaurant providing indian food in the high price range. it is located in the city centre. it is near express by holiday inn. its customer rating is average.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),72.5,"75,70"
E,annotator_029,392,"name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]",chen,The punter is a restaurant providing indian food in the less than £20 price range. it is located in the city centre and is not family friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),91.67,"75,100,100"
E,annotator_029,392,"name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]",harv,The Punter is a restaurant providing Indian food in the less than £20 price range. It is located in the city centre and is near Express by Holiday Inn. Its customer rating is low.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),84.5,"99,70"
E,annotator_029,392,"name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]",sheff1,The Punter is an Indian restaurant in the city centre near Express by Holiday Inn it has a price range less than £20 it has a low customer rating and is not family friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),95.0,"85,100,100"
E,annotator_029,392,"name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]",tnt1,The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),85.0,"100,70"
E,annotator_029,392,"name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]",zhaw1,An Indian restaurant named The Punter is located in the city centre near Express by Holiday Inn. It is not family-friendly and has a price range of less than £20.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),94.5,"89,100"
E,annotator_029,414,"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",forge1,"The Punter, which customers rate 5 out of 5, is a low-priced restaurant offering Italian cuisine. It is in the city centre area by Rainbow Vegetarian Café. Families are welcome.",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),85.0,"70,100"
E,annotator_029,414,"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",sheff1,The Punter is a cheap family friendly restaurant Italian restaurant located in the city centre near Rainbow Vegetarian Café and has a customer rating of 5 out of 5.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),100.0,"100,100"
E,annotator_029,414,"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",tnt2,The Punter is a cheap italian restaurant located in the city centre near Rainbow Vegetarian Café. It is family-friendly and has a customer rating of 5 out of 5.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),98.5,"97,100"
E,annotator_029,414,"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",tr1,the punter is a restaurant providing italian food in the cheap price range. it is located in the city centre near rainbow vegetarian café.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),70.0,"50,70,90"
E,annotator_029,414,"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",zhaw1,A cheap Italian restaurant in the city centre is The Punter. It is family-friendly and has a customer rating of 5 out of 5.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),81.67,"55,100,90"
E,annotator_029,424,"name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",gong,The Punter is a italian restaurant in the riverside area near Rainbow Vegetarian Café. It is children friendly and has a high price range and a customer rating of 1 out of 5.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),97.5,"97,98"
E,annotator_029,424,"name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",harv,The Punter is a family friendly restaurant located near Rainbow Vegetarian Café.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),72.5,"75,70"
E,annotator_029,424,"name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",sheff1,"The Punter is an Italian restaurant in the riverside near Rainbow Vegetarian Café it has a high price range, a 1 out of 5 and is child friendly.",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),70.0,"50,90"
E,annotator_029,424,"name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",tnt2,The Punter is a high priced italian restaurant near Rainbow Vegetarian Café in riverside. It is children friendly and has a customer rating of 1 out of 5.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),100.0,"100,100"
E,annotator_029,424,"name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",tr2,"The Punter is a restaurant in the riverside area that has a 1 out of 5 customer rating. Although it has a higher price range, it is children friendly, serves Italian food and is near the Rainbow Vegetarian Café.",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),83.0,"99,100,50"
E,annotator_029,426,"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",chen,The vaults is a french pub located in the city centre near raja indian cuisine. it is not family-friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),72.5,"85,60"
E,annotator_029,426,"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",dangnt,The Vaults is a less than £20 priced French pub located in city centre near Raja Indian Cuisine. It is not family-friendly,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),95.0,"100,90"
E,annotator_029,426,"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",nle,The Vaults is a French pub located in the city centre near Raja Indian Cuisine. It has a price range of less than £20 and is not family-friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),100.0,"100,100"
E,annotator_029,426,"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",sheff2,The Vaults is a pub located near Raja Indian Cuisine in the city centre. It serves French food for less than £20.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),77.5,"85,70"
E,annotator_029,426,"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",slug-alt,"Located near Raja Indian Cuisine in the city centre, The Vaults is a non family-friendly pub with a price range of less than £20.",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),87.5,"85,90"
E,annotator_029,427,"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",forge1,"The Vaults, which is located in the city centre near Raja Indian Cuisine, is a low-priced pub serving French food. It is family-friendly.",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),80.0,"70,90"
E,annotator_029,427,"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",sheff1,The Vaults is a family-friendly pub serving French food with a price range less than £20 it is located in the city centre near Raja Indian Cuisine.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),97.5,"100,95"
E,annotator_029,427,"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",tgen,The Vaults is a family-friendly french pub in the city centre near Raja Indian Cuisine with a price range less than £20.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),100.0,"100,100"
E,annotator_029,427,"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",tnt2,The Vaults is a family-friendly pub that serves french food for less than £20. It is located in the city centre near Raja Indian Cuisine.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),97.5,"100,95"
E,annotator_029,427,"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",tr2,Name The Vaults in the city centre area at a price range of less than £20 it is a family friendly pub near the Raja Indian Cuisine serving French food.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),77.5,"70,85"
E,annotator_029,459,"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",adapt,The Vaults is an Italian pub with a high customer rating though it is children friendly and can be found near Rainbow Vegetarian Café in the city centre . The price range is more than £ 30 .,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),85.0,"80,90"
E,annotator_029,459,"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",dangnt,The Vaults is a family friendly pub providing Italian food in the more than £30 price range. It is located in the city centre. It is near Rainbow Vegetarian Café. Its customer rating is high.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),92.5,"95,90"
E,annotator_029,459,"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",harv,The Vaults is a child friendly Italian pub in the city centre near Rainbow Vegetarian Café. It has a high customer rating and the price range is more than £30.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),87.5,"75,100"
E,annotator_029,459,"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",tr2,"The Vaults is a family-friendly pub that sells Italian food and has a customer rating of high with more than £30 pricing, It is located in the city centre near Rainbow Vegetarian Café.",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),96.0,"89,99,100"
E,annotator_029,459,"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",zhaw2,The Vaults is a pub that serves Italian food in the more than £30 price range. It is located in the city centre near Rainbow Vegetarian Café. It is child friendly and has a high customer rating.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),100.0,"100,100"
E,annotator_029,469,"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",forge1,Moderately priced The Vaults is a pub that offers Japanese food. It has a high customer rating. It is in riverside near Raja Indian Cuisine. Children are not welcome.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),95.0,"100,90"
E,annotator_029,469,"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",slug-alt,Near the Raja Indian Cuisine in the riverside area is a Japanese restaurant called The Vaults. It is not kid friendly and has a high customer rating and a price range of £20-25.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),95.0,"100,90"
E,annotator_029,469,"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",tgen,The Vaults is a japanese pub near Raja Indian Cuisine in the riverside area. It has a price range of £20-25 and a high customer rating.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),97.5,"100,95"
E,annotator_029,469,"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",tr2,The Vaults near Raja Indian Cuisine is a Japanese pub in riverside. It has a high rating and is £20-£25. It is not child friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),80.0,"70,90"
E,annotator_029,469,"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",zhang,The Vaults is a Japanese pub near Raja Indian Cuisine in riverside . It has a high customer rating and is not kid friendly .,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),97.5,"100,95"
E,annotator_029,472,"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",dangnt,The Vaults is a family friendly pub providing Japanese food in the cheap price range. It is located in the city centre. It is near Raja Indian Cuisine. Its customer rating is 5 out of 5.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),100.0,"100,100"
E,annotator_029,472,"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",gong,The Vaults is a japanese pub in the city centre near Raja Indian Cuisine. It is family friendly and has a cheap price range and a customer rating of 5 out of 5.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),90.0,"80,100"
E,annotator_029,472,"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",nle,The Vaults is a cheap Japanese pub located in the city centre near Raja Indian Cuisine. It is family-friendly and has a customer rating of 5 out of 5.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),87.5,"75,100"
E,annotator_029,472,"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",tr1,the vaults is a family-friendly japanese pub in the city centre near raja indian cuisine. it has a 5 out of 5 customer rating and a price range of cheap.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),90.0,"80,100"
E,annotator_029,472,"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",zhang,"The Vaults is a cheap , family-friendly Japanese pub in the city centre near Raja Indian Cuisine .",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),72.5,"55,90"
E,annotator_029,479,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",adapt,"The Vaults , near Raja Indian Cuisine in the city centre , is a low cost pub that serves average rated Japanese food in an adult atmosphere .",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),60.0,"50,70"
E,annotator_029,479,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",tgen,The Vaults is a japanese pub located in the city centre near Raja Indian Cuisine. It has an average customer rating and a price range of less than £20. It is not family-friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),90.0,"80,100"
E,annotator_029,479,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",tnt1,The Vaults is a cheap japanese pub in the city centre near Raja Indian Cuisine. It is not family-friendly and has an average customer rating.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),62.5,"55,70"
E,annotator_029,479,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",tr2,"The Vaults is an excellent, non family-friendly pub that also serves Japanese food. It is situated on the city centre, near Raja Indian Cuisine, and has quite less than £20 prices. It is a customer-favourite with a rating of average.",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),96.5,"98,95"
E,annotator_029,479,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",zhaw2,Near Raja Indian Cuisine in the city centre is a pub called The Vaults that serves Japanese food for less than £20. It is not family-friendly and has an average customer rating.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),99.5,"99,100"
E,annotator_029,480,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",forge3,"For a child-friendly, average-rated pub serving Japanese, try The Vaults, in the city centre area, near Raja Indian Cuisine.",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),60.0,"70,50"
E,annotator_029,480,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",gong,The Vaults is a japanese pub in the city centre near Raja Indian Cuisine. It is family friendly and has an average customer rating and a price range of less than £20.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),85.0,"100,70"
E,annotator_029,480,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",harv,The Vaults is a family-friendly pub that serves Japanese food for less than £20. It is located in the city centre near Raja Indian Cuisine.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),87.5,"85,90"
E,annotator_029,480,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",sheff1,The Vaults is a family friendly pub serving Japanese food for less than £20 it is located in the city centre near Raja Indian Cuisine with an average customer rating.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),80.0,"100,60"
E,annotator_029,480,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",slug,The Vaults is a family friendly Japanese pub in the city centre near Raja Indian Cuisine. It has an average customer rating and a price range of less than £20.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),86.67,"100,100,60"
E,annotator_029,485,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",nle,The Vaults is a cheap Japanese pub located near Raja Indian Cuisine in the riverside area. It has a low customer rating and is not family-friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),78.33,"55,80,100"
E,annotator_029,485,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",sheff1,The Vaults is a Japanese pub in the riverside area near Raja Indian Cuisine with a price range of less than £20 it has a low customer rating and is not family-friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),92.5,"95,90"
E,annotator_029,485,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",slug,The Vaults is a Japanese pub in the riverside area near Raja Indian Cuisine. It has a low customer rating and is not family-friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),60.0,"50,70"
E,annotator_029,485,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",slug-alt,In the riverside area near Raja Indian Cuisine is a Japanese pub called The Vaults. It is not family-friendly and has a low customer rating and a price range of less than £20.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),97.5,"100,95"
E,annotator_029,485,"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",tnt2,The Vaults is a japanese pub near Raja Indian Cuisine in riverside. It has a low customer rating and is not family-friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),68.0,"54,70,80"
E,annotator_029,487,"name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",forge1,"The Vaults, which has a customer rating of 1 out of 5, is an average-priced pub that serves Japanese food. Non-kid-friendly The Vaults is located in the city centre near Raja Indian Cuisine.",100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),95.0,"100,90"
E,annotator_029,487,"name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",slug,The Vaults is a moderately priced Japanese pub in the city centre near Raja Indian Cuisine. It is not kid friendly and has a customer rating of 1 out of 5.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),100.0,"100,100,100"
E,annotator_029,487,"name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",tgen,The Vaults is a pub providing japanese food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine. It has a customer rating of 1 out of 5 and is not kid friendly.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),95.0,"100,90"
E,annotator_029,487,"name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",tnt2,The Vaults is a moderately priced japanese pub near Raja Indian Cuisine in the city centre. It is not kid friendly and has a customer rating of 1 out of 5.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),100.0,"100,100"
E,annotator_029,487,"name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",tr1,the vaults is a pub providing japanese food in the moderate price range. it is located in the city centre. it is near raja indian cuisine.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),70.0,"70,70"
E,annotator_029,498,"name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",gong,The Vaults is a french restaurant in the city centre near Raja Indian Cuisine. It is not children friendly and has a price range of more than £30.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),97.5,"100,95"
E,annotator_029,498,"name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",tnt2,The Vaults is a french restaurant near Raja Indian Cuisine in the city centre. It is not child friendly and has a price range of more than £30.,100.0,ok,0.8871,ceiling-effect rater: score=100.0 (always gives 100),100.0,"100,100,100"
