annotation_id,item_id,annotator_id,precision,recall
annotation_1243,Chinese_524,annotator_021,5,4
annotation_1244,Chinese_552,annotator_021,5,4
annotation_1245,Chinese_558,annotator_021,5,5
annotation_1246,Chinese_554,annotator_021,5,5
annotation_1247,Chinese_562,annotator_021,2,2
annotation_1248,Chinese_526,annotator_021,1,1
annotation_1249,Chinese_549,annotator_021,5,5
annotation_1250,Chinese_536,annotator_021,3,3
annotation_1251,Chinese_548,annotator_021,5,3
annotation_1252,Chinese_538,annotator_021,5,4
annotation_1253,Chinese_535,annotator_021,5,4
annotation_1254,Chinese_564,annotator_021,5,4
annotation_1255,Chinese_531,annotator_021,5,4
annotation_1256,Chinese_543,annotator_021,5,4
annotation_1257,Chinese_545,annotator_021,5,5
annotation_1258,Chinese_525,annotator_021,5,5
annotation_1259,Chinese_521,annotator_021,1,1
annotation_1260,Chinese_539,annotator_021,5,4
annotation_1261,Chinese_540,annotator_021,5,4
annotation_1262,Chinese_567,annotator_021,5,4
annotation_1263,Chinese_559,annotator_021,3,3
annotation_1264,Chinese_568,annotator_021,5,5
annotation_1265,Chinese_527,annotator_021,1,1
annotation_1266,Chinese_544,annotator_021,5,5
annotation_1267,Chinese_529,annotator_021,5,4
annotation_1268,Chinese_557,annotator_021,5,4
annotation_1269,Chinese_537,annotator_021,5,4
annotation_1270,Chinese_541,annotator_021,1,1
annotation_1271,Chinese_561,annotator_021,5,4
annotation_1272,Chinese_563,annotator_021,5,5
annotation_1273,Chinese_550,annotator_021,3,3
annotation_1274,Chinese_555,annotator_021,5,4
annotation_1275,Chinese_533,annotator_021,5,5
annotation_1276,Chinese_530,annotator_021,5,5
annotation_1277,Chinese_532,annotator_021,5,2
annotation_1278,Chinese_569,annotator_021,5,5
annotation_1279,Chinese_520,annotator_021,5,4
annotation_1280,Chinese_556,annotator_021,5,4
annotation_1281,Chinese_553,annotator_021,5,5
annotation_1282,Chinese_528,annotator_021,5,5
annotation_1283,Chinese_565,annotator_021,5,4
annotation_1284,Chinese_547,annotator_021,2,2
annotation_1285,Chinese_523,annotator_021,5,4
annotation_1286,Chinese_551,annotator_021,5,4
annotation_1287,Chinese_566,annotator_021,3,3
annotation_1288,French_441,annotator_030,5,5
annotation_1289,French_438,annotator_030,5,5
annotation_1290,French_421,annotator_030,5,5
annotation_1291,French_443,annotator_030,4,4
annotation_1292,French_460,annotator_030,5,5
annotation_1293,French_429,annotator_030,5,4
annotation_1294,French_437,annotator_030,5,5
annotation_1295,French_430,annotator_030,5,5
annotation_1296,French_446,annotator_030,5,5
annotation_1297,French_447,annotator_030,4,4
annotation_1298,French_465,annotator_030,5,4
annotation_1299,French_463,annotator_030,4,4
annotation_1300,French_428,annotator_030,5,4
annotation_1301,French_420,annotator_030,5,5
annotation_1302,French_423,annotator_030,4,4
annotation_1303,French_469,annotator_030,5,5
annotation_1304,French_439,annotator_030,4,4
annotation_1305,French_452,annotator_030,5,5
annotation_1306,French_453,annotator_030,5,4
annotation_1307,French_426,annotator_030,5,5
annotation_1308,French_467,annotator_030,4,4
annotation_1309,French_444,annotator_030,5,4
annotation_1310,French_468,annotator_030,5,3
annotation_1311,French_451,annotator_030,4,4
annotation_1312,French_461,annotator_030,5,5
annotation_1313,French_457,annotator_030,5,5
annotation_1314,French_462,annotator_030,5,5
annotation_1315,French_448,annotator_030,5,5
annotation_1316,French_442,annotator_030,5,5
annotation_1317,French_466,annotator_030,5,5
annotation_1318,French_424,annotator_030,5,5
annotation_1319,French_440,annotator_030,5,4
annotation_1320,French_433,annotator_030,5,5
annotation_1321,French_458,annotator_030,5,5
annotation_1322,French_432,annotator_030,5,5
annotation_1323,French_427,annotator_030,1,1
annotation_1324,French_449,annotator_030,5,5
annotation_1325,French_425,annotator_030,5,5
annotation_1326,French_464,annotator_030,5,5
annotation_1327,French_456,annotator_030,5,3
annotation_1328,French_459,annotator_030,1,1
annotation_1329,French_436,annotator_030,5,4
annotation_1330,French_435,annotator_030,1,1
annotation_1331,French_431,annotator_030,1,1
annotation_1332,French_455,annotator_030,4,4
annotation_1333,French_422,annotator_030,5,4
annotation_1334,French_434,annotator_030,5,5
annotation_1335,French_454,annotator_030,5,5
annotation_1336,French_445,annotator_030,4,5
annotation_1337,French_450,annotator_030,5,5
annotation_1338,English_181,annotator_012,5,5
annotation_1339,English_216,annotator_012,1,1
annotation_1340,English_189,annotator_012,1,1
annotation_1341,English_212,annotator_012,4,5
annotation_1342,English_172,annotator_012,2,2
annotation_1343,English_218,annotator_012,3,3
annotation_1344,English_206,annotator_012,1,1
annotation_1345,English_219,annotator_012,3,4
annotation_1346,English_196,annotator_012,2,2
annotation_1347,English_173,annotator_012,5,3
annotation_1348,English_195,annotator_012,5,5
annotation_1349,English_197,annotator_012,2,2
annotation_1350,English_185,annotator_012,1,1
annotation_1351,English_180,annotator_012,5,5
annotation_1352,English_205,annotator_012,4,2
annotation_1353,English_209,annotator_012,1,1
annotation_1354,English_183,annotator_012,5,5
annotation_1355,English_192,annotator_012,1,1
annotation_1356,English_210,annotator_012,1,2
annotation_1357,English_213,annotator_012,5,4
annotation_1358,English_211,annotator_012,1,1
annotation_1359,English_187,annotator_012,1,1
annotation_1360,English_202,annotator_012,5,5
annotation_1361,English_174,annotator_012,5,5
annotation_1362,English_179,annotator_012,5,5
annotation_1363,English_208,annotator_012,4,4
annotation_1364,English_214,annotator_012,1,1
annotation_1365,English_191,annotator_012,5,4
annotation_1366,English_186,annotator_012,2,2
annotation_1367,English_190,annotator_012,2,2
annotation_1368,English_198,annotator_012,5,5
annotation_1369,English_199,annotator_012,2,2
annotation_1370,English_217,annotator_012,5,5
annotation_1371,English_170,annotator_012,5,5
annotation_1372,English_200,annotator_012,5,5
annotation_1373,English_193,annotator_012,4,4
annotation_1374,English_188,annotator_012,1,1
annotation_1375,English_171,annotator_012,4,4
annotation_1376,English_184,annotator_012,1,1
annotation_1377,English_215,annotator_012,4,3
annotation_1378,English_177,annotator_012,5,5
annotation_1379,English_204,annotator_012,2,2
annotation_1380,English_203,annotator_012,5,4
annotation_1381,English_182,annotator_012,1,1
annotation_1382,English_175,annotator_012,5,4
annotation_1383,English_176,annotator_012,5,4
annotation_1384,English_207,annotator_012,2,2
annotation_1385,English_178,annotator_012,1,1
annotation_1386,English_201,annotator_012,5,4
annotation_1387,English_194,annotator_012,1,1
annotation_1388,Spanish_395,annotator_033,5,5
annotation_1389,Spanish_392,annotator_033,5,5
annotation_1390,Spanish_382,annotator_033,5,5
annotation_1391,Spanish_414,annotator_033,3,3
annotation_1392,Spanish_405,annotator_033,3,3
annotation_1393,Spanish_386,annotator_033,5,4
annotation_1394,Spanish_396,annotator_033,5,5
annotation_1395,Spanish_415,annotator_033,4,5
annotation_1396,Spanish_413,annotator_033,3,3
annotation_1397,Spanish_373,annotator_033,3,3
annotation_1398,Spanish_398,annotator_033,4,4
annotation_1399,Spanish_409,annotator_033,4,4
annotation_1400,Spanish_408,annotator_033,5,5
annotation_1401,Spanish_406,annotator_033,5,5
annotation_1402,Spanish_418,annotator_033,5,5
annotation_1403,Spanish_388,annotator_033,3,3
annotation_1404,Spanish_402,annotator_033,3,3
annotation_1405,Spanish_411,annotator_033,5,5
annotation_1406,Spanish_390,annotator_033,4,4
annotation_1407,Spanish_391,annotator_033,5,5
annotation_1408,Spanish_412,annotator_033,5,5
annotation_1409,Spanish_378,annotator_033,3,3
annotation_1410,Spanish_384,annotator_033,5,5
annotation_1411,Spanish_377,annotator_033,2,2
annotation_1412,Spanish_407,annotator_033,5,5
annotation_1413,Spanish_400,annotator_033,5,5
annotation_1414,Spanish_372,annotator_033,4,4
annotation_1415,Spanish_370,annotator_033,5,5
annotation_1416,Spanish_394,annotator_033,5,5
annotation_1417,Spanish_419,annotator_033,5,5
annotation_1418,Spanish_383,annotator_033,5,5
annotation_1419,Spanish_404,annotator_033,5,5
annotation_1420,Spanish_399,annotator_033,5,5
annotation_1421,Spanish_374,annotator_033,5,5
annotation_1422,Spanish_417,annotator_033,4,4
annotation_1423,Spanish_376,annotator_033,5,5
annotation_1424,Spanish_401,annotator_033,3,3
annotation_1425,Spanish_403,annotator_033,4,4
annotation_1426,Spanish_416,annotator_033,4,4
annotation_1427,Spanish_380,annotator_033,4,4
annotation_1428,Spanish_387,annotator_033,5,5
annotation_1429,Spanish_410,annotator_033,3,3
annotation_1430,Spanish_389,annotator_033,2,2
annotation_1431,Spanish_379,annotator_033,1,1
annotation_1432,Spanish_393,annotator_033,5,5
annotation_1433,Spanish_381,annotator_033,5,4
annotation_1434,Spanish_385,annotator_033,2,2
annotation_1435,Spanish_375,annotator_033,5,5
annotation_1436,Spanish_397,annotator_033,5,5
annotation_1437,Spanish_371,annotator_033,5,5
annotation_1438,Spanish_418,annotator_047,5,5
annotation_1439,Spanish_387,annotator_047,5,5
annotation_1440,Spanish_384,annotator_047,5,5
annotation_1441,Spanish_370,annotator_047,5,4
annotation_1442,Spanish_407,annotator_047,5,5
annotation_1443,Spanish_411,annotator_047,5,5
annotation_1444,Spanish_394,annotator_047,5,5
annotation_1445,Spanish_371,annotator_047,5,5
annotation_1446,Spanish_395,annotator_047,5,5
annotation_1447,Spanish_397,annotator_047,5,5
annotation_1448,Spanish_405,annotator_047,5,3
annotation_1449,Spanish_381,annotator_047,5,4
annotation_1450,Spanish_416,annotator_047,5,4
annotation_1451,Spanish_383,annotator_047,5,5
annotation_1452,Spanish_389,annotator_047,4,2
annotation_1453,Spanish_412,annotator_047,5,5
annotation_1454,Spanish_410,annotator_047,4,4
annotation_1455,Spanish_375,annotator_047,5,5
annotation_1456,Spanish_402,annotator_047,4,4
annotation_1457,Spanish_372,annotator_047,5,5
annotation_1458,Spanish_386,annotator_047,5,4
annotation_1459,Spanish_396,annotator_047,5,5
annotation_1460,Spanish_382,annotator_047,5,5
annotation_1461,Spanish_380,annotator_047,5,4
annotation_1462,Spanish_414,annotator_047,5,3
annotation_1463,Spanish_373,annotator_047,2,2
annotation_1464,Spanish_406,annotator_047,5,5
annotation_1465,Spanish_374,annotator_047,5,4
annotation_1466,Spanish_401,annotator_047,4,4
annotation_1467,Spanish_378,annotator_047,5,3
annotation_1468,Spanish_390,annotator_047,5,4
annotation_1469,Spanish_403,annotator_047,5,5
annotation_1470,Spanish_408,annotator_047,5,5
annotation_1471,Spanish_417,annotator_047,4,4
annotation_1472,Spanish_392,annotator_047,5,5
annotation_1473,Spanish_419,annotator_047,5,5
annotation_1474,Spanish_388,annotator_047,5,5
annotation_1475,Spanish_415,annotator_047,4,5
annotation_1476,Spanish_398,annotator_047,4,4
annotation_1477,Spanish_377,annotator_047,4,4
annotation_1478,Spanish_376,annotator_047,5,5
annotation_1479,Spanish_404,annotator_047,5,5
annotation_1480,Spanish_413,annotator_047,4,4
annotation_1481,Spanish_409,annotator_047,5,4
annotation_1482,Spanish_393,annotator_047,5,5
annotation_1483,Spanish_391,annotator_047,5,5
annotation_1484,Spanish_399,annotator_047,5,5
annotation_1485,Spanish_379,annotator_047,5,5
annotation_1486,Spanish_400,annotator_047,5,5
annotation_1487,Spanish_385,annotator_047,2,2
annotation_1488,Russian_223,annotator_029,5,5
annotation_1489,Russian_226,annotator_029,5,5
annotation_1490,Russian_239,annotator_029,1,1
annotation_1491,Russian_224,annotator_029,1,1
annotation_1492,Russian_242,annotator_029,5,5
annotation_1493,Russian_259,annotator_029,5,5
annotation_1494,Russian_244,annotator_029,4,3
annotation_1495,Russian_260,annotator_029,5,4
annotation_1496,Russian_257,annotator_029,4,5
annotation_1497,Russian_269,annotator_029,1,1
annotation_1498,Russian_254,annotator_029,1,1
annotation_1499,Russian_230,annotator_029,3,5
annotation_1500,Russian_225,annotator_029,1,1
annotation_1501,Russian_265,annotator_029,5,3
annotation_1502,Russian_250,annotator_029,3,3
annotation_1503,Russian_266,annotator_029,5,4
annotation_1504,Russian_245,annotator_029,5,3
annotation_1505,Russian_261,annotator_029,5,5
annotation_1506,Russian_246,annotator_029,5,5
annotation_1507,Russian_221,annotator_029,4,4
annotation_1508,Russian_249,annotator_029,5,5
annotation_1509,Russian_232,annotator_029,5,5
annotation_1510,Russian_227,annotator_029,5,5
annotation_1511,Russian_231,annotator_029,5,3
annotation_1512,Russian_253,annotator_029,5,4
annotation_1513,Russian_256,annotator_029,5,5
annotation_1514,Russian_237,annotator_029,1,1
annotation_1515,Russian_228,annotator_029,5,5
annotation_1516,Russian_255,annotator_029,5,5
annotation_1517,Russian_252,annotator_029,5,2
annotation_1518,Russian_238,annotator_029,5,4
annotation_1519,Russian_243,annotator_029,5,5
annotation_1520,Russian_247,annotator_029,4,4
annotation_1521,Russian_240,annotator_029,1,1
annotation_1522,Russian_229,annotator_029,5,5
annotation_1523,Russian_258,annotator_029,5,5
annotation_1524,Russian_268,annotator_029,3,3
annotation_1525,Russian_264,annotator_029,5,5
annotation_1526,Russian_222,annotator_029,5,4
annotation_1527,Russian_262,annotator_029,4,4
annotation_1528,Russian_233,annotator_029,5,2
annotation_1529,Russian_241,annotator_029,5,5
annotation_1530,Russian_267,annotator_029,1,1
annotation_1531,Russian_248,annotator_029,5,2
annotation_1532,Russian_220,annotator_029,1,1
annotation_1533,Russian_263,annotator_029,5,2
annotation_1534,Russian_235,annotator_029,3,3
annotation_1535,Russian_234,annotator_029,5,5
annotation_1536,Russian_251,annotator_029,1,1
annotation_1537,Russian_236,annotator_029,1,1
annotation_1538,Spanish_417,annotator_041,4,4
annotation_1539,Spanish_393,annotator_041,5,5
annotation_1540,Spanish_398,annotator_041,5,5
annotation_1541,Spanish_402,annotator_041,4,4
annotation_1542,Spanish_392,annotator_041,5,5
annotation_1543,Spanish_411,annotator_041,5,5
annotation_1544,Spanish_388,annotator_041,5,5
annotation_1545,Spanish_418,annotator_041,5,5
annotation_1546,Spanish_400,annotator_041,5,5
annotation_1547,Spanish_403,annotator_041,5,5
annotation_1548,Spanish_416,annotator_041,5,4
annotation_1549,Spanish_396,annotator_041,5,5
annotation_1550,Spanish_383,annotator_041,5,5
annotation_1551,Spanish_394,annotator_041,5,5
annotation_1552,Spanish_376,annotator_041,5,5
annotation_1553,Spanish_377,annotator_041,5,4
annotation_1554,Spanish_407,annotator_041,5,5
annotation_1555,Spanish_384,annotator_041,5,5
annotation_1556,Spanish_397,annotator_041,5,5
annotation_1557,Spanish_395,annotator_041,5,5
annotation_1558,Spanish_372,annotator_041,4,4
annotation_1559,Spanish_374,annotator_041,5,5
annotation_1560,Spanish_401,annotator_041,4,3
annotation_1561,Spanish_413,annotator_041,4,4
annotation_1562,Spanish_415,annotator_041,4,5
annotation_1563,Spanish_412,annotator_041,5,5
annotation_1564,Spanish_382,annotator_041,5,5
annotation_1565,Spanish_405,annotator_041,5,4
annotation_1566,Spanish_378,annotator_041,1,1
annotation_1567,Spanish_391,annotator_041,5,5
annotation_1568,Spanish_379,annotator_041,5,5
annotation_1569,Spanish_404,annotator_041,5,5
annotation_1570,Spanish_380,annotator_041,4,4
annotation_1571,Spanish_408,annotator_041,5,5
annotation_1572,Spanish_385,annotator_041,2,2
annotation_1573,Spanish_414,annotator_041,4,3
annotation_1574,Spanish_375,annotator_041,5,5
annotation_1575,Spanish_390,annotator_041,5,4
annotation_1576,Spanish_381,annotator_041,5,4
annotation_1577,Spanish_386,annotator_041,5,4
annotation_1578,Spanish_410,annotator_041,4,4
annotation_1579,Spanish_370,annotator_041,5,4
annotation_1580,Spanish_387,annotator_041,5,5
annotation_1581,Spanish_373,annotator_041,4,4
annotation_1582,Spanish_406,annotator_041,5,5
annotation_1583,Spanish_389,annotator_041,2,2
annotation_1584,Spanish_371,annotator_041,5,5
annotation_1585,Spanish_419,annotator_041,5,5
annotation_1586,Spanish_399,annotator_041,5,5
annotation_1587,Spanish_409,annotator_041,5,5
annotation_1588,Welsh_280,annotator_040,5,5
annotation_1589,Welsh_302,annotator_040,3,2
annotation_1590,Welsh_294,annotator_040,1,1
annotation_1591,Welsh_297,annotator_040,2,2
annotation_1592,Welsh_277,annotator_040,5,2
annotation_1593,Welsh_283,annotator_040,5,4
annotation_1594,Welsh_310,annotator_040,5,5
annotation_1595,Welsh_275,annotator_040,5,5
annotation_1596,Welsh_298,annotator_040,5,4
annotation_1597,Welsh_289,annotator_040,1,1
annotation_1598,Welsh_319,annotator_040,1,1
annotation_1599,Welsh_272,annotator_040,1,1
annotation_1600,Welsh_284,annotator_040,2,2
annotation_1601,Welsh_285,annotator_040,5,5
annotation_1602,Welsh_296,annotator_040,5,4
annotation_1603,Welsh_312,annotator_040,4,2
annotation_1604,Welsh_301,annotator_040,1,1
annotation_1605,Welsh_305,annotator_040,4,5
annotation_1606,Welsh_311,annotator_040,5,5
annotation_1607,Welsh_282,annotator_040,2,2
annotation_1608,Welsh_303,annotator_040,5,5
annotation_1609,Welsh_291,annotator_040,5,5
annotation_1610,Welsh_317,annotator_040,3,2
annotation_1611,Welsh_300,annotator_040,5,5
annotation_1612,Welsh_318,annotator_040,5,5
annotation_1613,Welsh_276,annotator_040,5,5
annotation_1614,Welsh_274,annotator_040,1,1
annotation_1615,Welsh_288,annotator_040,5,5
annotation_1616,Welsh_308,annotator_040,5,5
annotation_1617,Welsh_316,annotator_040,3,2
annotation_1618,Welsh_306,annotator_040,3,3
annotation_1619,Welsh_307,annotator_040,4,5
annotation_1620,Welsh_309,annotator_040,1,1
annotation_1621,Welsh_279,annotator_040,1,1
annotation_1622,Welsh_315,annotator_040,5,5
annotation_1623,Welsh_290,annotator_040,5,5
annotation_1624,Welsh_304,annotator_040,1,1
annotation_1625,Welsh_293,annotator_040,5,5
annotation_1626,Welsh_270,annotator_040,5,5
annotation_1627,Welsh_314,annotator_040,1,1
annotation_1628,Welsh_299,annotator_040,1,1
annotation_1629,Welsh_313,annotator_040,5,5
annotation_1630,Welsh_271,annotator_040,4,4
annotation_1631,Welsh_292,annotator_040,2,4
annotation_1632,Welsh_273,annotator_040,5,5
annotation_1633,Welsh_295,annotator_040,5,5
annotation_1634,Welsh_286,annotator_040,4,4
annotation_1635,Welsh_281,annotator_040,5,5
annotation_1636,Welsh_287,annotator_040,5,2
annotation_1637,Welsh_278,annotator_040,5,4
annotation_1638,Chinese_529,annotator_032,5,5
annotation_1639,Chinese_560,annotator_032,5,4
annotation_1640,Chinese_523,annotator_032,5,4
annotation_1641,Chinese_542,annotator_032,5,4
annotation_1642,Chinese_566,annotator_032,4,2
annotation_1643,Chinese_564,annotator_032,5,4
annotation_1644,Chinese_537,annotator_032,3,5
annotation_1645,Chinese_539,annotator_032,2,2
annotation_1646,Chinese_565,annotator_032,5,4
annotation_1647,Chinese_558,annotator_032,5,5
annotation_1648,Chinese_553,annotator_032,5,5
annotation_1649,Chinese_530,annotator_032,5,5
annotation_1650,Chinese_540,annotator_032,5,4
annotation_1651,Chinese_563,annotator_032,5,5
annotation_1652,Chinese_525,annotator_032,5,5
annotation_1653,Chinese_562,annotator_032,3,2
annotation_1654,Chinese_547,annotator_032,2,2
annotation_1655,Chinese_536,annotator_032,5,3
annotation_1656,Chinese_543,annotator_032,5,4
annotation_1657,Chinese_541,annotator_032,1,1
annotation_1658,Chinese_569,annotator_032,5,5
annotation_1659,Chinese_555,annotator_032,5,4
annotation_1660,Chinese_556,annotator_032,5,2
annotation_1661,Chinese_544,annotator_032,5,5
annotation_1662,Chinese_549,annotator_032,5,5
annotation_1663,Chinese_522,annotator_032,5,5
annotation_1664,Chinese_521,annotator_032,1,1
annotation_1665,Chinese_526,annotator_032,1,1
annotation_1666,Chinese_568,annotator_032,5,5
annotation_1667,Chinese_561,annotator_032,4,4
annotation_1668,Chinese_533,annotator_032,5,5
annotation_1669,Chinese_552,annotator_032,4,5
annotation_1670,Chinese_520,annotator_032,5,4
annotation_1671,Chinese_557,annotator_032,5,5
annotation_1672,Chinese_531,annotator_032,5,4
annotation_1673,Chinese_535,annotator_032,5,4
annotation_1674,Chinese_554,annotator_032,4,5
annotation_1675,Chinese_567,annotator_032,5,4
annotation_1676,Chinese_551,annotator_032,4,4
annotation_1677,Chinese_528,annotator_032,5,5
annotation_1678,Chinese_532,annotator_032,5,2
annotation_1679,Chinese_545,annotator_032,4,4
annotation_1680,Chinese_550,annotator_032,3,3
annotation_1681,Chinese_559,annotator_032,4,3
annotation_1682,Chinese_524,annotator_032,5,4
annotation_1683,Chinese_534,annotator_032,3,5
annotation_1684,Chinese_546,annotator_032,5,2
annotation_1685,Chinese_538,annotator_032,5,4
annotation_1686,Chinese_527,annotator_032,3,2
annotation_1687,Chinese_548,annotator_032,5,3
annotation_1688,English_196,annotator_011,4,4
annotation_1689,English_202,annotator_011,5,5
annotation_1690,English_210,annotator_011,5,5
annotation_1691,English_174,annotator_011,5,5
annotation_1692,English_212,annotator_011,5,4
annotation_1693,English_208,annotator_011,5,5
annotation_1694,English_197,annotator_011,2,2
annotation_1695,English_195,annotator_011,5,1
annotation_1696,English_214,annotator_011,5,5
annotation_1697,English_191,annotator_011,3,4
annotation_1698,English_178,annotator_011,1,1
annotation_1699,English_173,annotator_011,0,3
annotation_1700,English_183,annotator_011,5,5
annotation_1701,English_211,annotator_011,1,1
annotation_1702,English_190,annotator_011,1,1
annotation_1703,English_170,annotator_011,5,5
annotation_1704,English_184,annotator_011,1,1
annotation_1705,English_182,annotator_011,1,1
annotation_1706,English_198,annotator_011,5,5
annotation_1707,English_207,annotator_011,3,2
annotation_1708,English_179,annotator_011,5,5
annotation_1709,English_218,annotator_011,5,4
annotation_1710,English_217,annotator_011,5,5
annotation_1711,English_200,annotator_011,5,5
annotation_1712,English_204,annotator_011,3,2
annotation_1713,English_215,annotator_011,4,3
annotation_1714,English_181,annotator_011,4,4
annotation_1715,English_201,annotator_011,5,4
annotation_1716,English_219,annotator_011,3,2
annotation_1717,English_185,annotator_011,2,2
annotation_1718,English_189,annotator_011,1,1
annotation_1719,English_209,annotator_011,3,3
annotation_1720,English_187,annotator_011,1,1
annotation_1721,English_216,annotator_011,1,1
annotation_1722,English_177,annotator_011,5,5
annotation_1723,English_186,annotator_011,1,1
annotation_1724,English_199,annotator_011,1,1
annotation_1725,English_172,annotator_011,1,1
annotation_1726,English_213,annotator_011,5,4
annotation_1727,English_192,annotator_011,1,1
annotation_1728,English_171,annotator_011,2,2
annotation_1729,English_175,annotator_011,4,4
annotation_1730,English_193,annotator_011,4,3
annotation_1731,English_180,annotator_011,5,5
annotation_1732,English_206,annotator_011,1,1
annotation_1733,English_188,annotator_011,1,1
annotation_1734,English_205,annotator_011,3,3
annotation_1735,English_194,annotator_011,1,1
annotation_1736,English_176,annotator_011,4,4
annotation_1737,English_203,annotator_011,5,4
annotation_1738,Spanish_410,annotator_001,5,4
annotation_1739,Spanish_407,annotator_001,5,5
annotation_1740,Spanish_374,annotator_001,5,5
annotation_1741,Spanish_392,annotator_001,5,5
annotation_1742,Spanish_384,annotator_001,5,5
annotation_1743,Spanish_376,annotator_001,5,5
annotation_1744,Spanish_417,annotator_001,4,4
annotation_1745,Spanish_383,annotator_001,5,5
annotation_1746,Spanish_419,annotator_001,5,5
annotation_1747,Spanish_371,annotator_001,5,5
annotation_1748,Spanish_391,annotator_001,5,5
annotation_1749,Spanish_373,annotator_001,4,4
annotation_1750,Spanish_388,annotator_001,3,3
annotation_1751,Spanish_406,annotator_001,5,5
annotation_1752,Spanish_393,annotator_001,5,4
annotation_1753,Spanish_380,annotator_001,5,4
annotation_1754,Spanish_401,annotator_001,4,4
annotation_1755,Spanish_418,annotator_001,5,5
annotation_1756,Spanish_403,annotator_001,5,5
annotation_1757,Spanish_411,annotator_001,5,5
annotation_1758,Spanish_416,annotator_001,5,4
annotation_1759,Spanish_390,annotator_001,5,4
annotation_1760,Spanish_377,annotator_001,4,4
annotation_1761,Spanish_375,annotator_001,5,5
annotation_1762,Spanish_399,annotator_001,5,5
annotation_1763,Spanish_394,annotator_001,5,5
annotation_1764,Spanish_395,annotator_001,5,4
annotation_1765,Spanish_379,annotator_001,5,5
annotation_1766,Spanish_414,annotator_001,5,3
annotation_1767,Spanish_400,annotator_001,5,5
annotation_1768,Spanish_402,annotator_001,4,4
annotation_1769,Spanish_382,annotator_001,5,5
annotation_1770,Spanish_372,annotator_001,5,5
annotation_1771,Spanish_409,annotator_001,5,4
annotation_1772,Spanish_385,annotator_001,4,3
annotation_1773,Spanish_413,annotator_001,4,4
annotation_1774,Spanish_397,annotator_001,5,5
annotation_1775,Spanish_405,annotator_001,4,4
annotation_1776,Spanish_370,annotator_001,5,5
annotation_1777,Spanish_386,annotator_001,5,4
annotation_1778,Spanish_398,annotator_001,4,4
annotation_1779,Spanish_404,annotator_001,5,5
annotation_1780,Spanish_412,annotator_001,5,5
annotation_1781,Spanish_387,annotator_001,5,5
annotation_1782,Spanish_378,annotator_001,5,3
annotation_1783,Spanish_415,annotator_001,4,5
annotation_1784,Spanish_389,annotator_001,4,4
annotation_1785,Spanish_396,annotator_001,5,5
annotation_1786,Spanish_408,annotator_001,5,5
annotation_1787,Spanish_381,annotator_001,5,4
annotation_1788,Maltese_350,annotator_043,1,1
annotation_1789,Maltese_348,annotator_043,4,4
annotation_1790,Maltese_363,annotator_043,1,1
annotation_1791,Maltese_352,annotator_043,1,1
annotation_1792,Maltese_369,annotator_043,4,4
annotation_1793,Maltese_346,annotator_043,2,2
annotation_1794,Maltese_337,annotator_043,5,5
annotation_1795,Maltese_361,annotator_043,1,1
annotation_1796,Maltese_338,annotator_043,1,1
annotation_1797,Maltese_341,annotator_043,1,1
annotation_1798,Maltese_323,annotator_043,1,1
annotation_1799,Maltese_355,annotator_043,1,1
annotation_1800,Maltese_320,annotator_043,5,5
annotation_1801,Maltese_359,annotator_043,2,2
annotation_1802,Maltese_354,annotator_043,1,1
annotation_1803,Maltese_329,annotator_043,1,1
annotation_1804,Maltese_340,annotator_043,1,1
annotation_1805,Maltese_357,annotator_043,4,4
annotation_1806,Maltese_347,annotator_043,1,1
annotation_1807,Maltese_332,annotator_043,4,4
annotation_1808,Maltese_339,annotator_043,1,1
annotation_1809,Maltese_326,annotator_043,1,1
annotation_1810,Maltese_328,annotator_043,2,2
annotation_1811,Maltese_334,annotator_043,2,2
annotation_1812,Maltese_321,annotator_043,4,4
annotation_1813,Maltese_353,annotator_043,1,1
annotation_1814,Maltese_362,annotator_043,1,1
annotation_1815,Maltese_344,annotator_043,5,5
annotation_1816,Maltese_325,annotator_043,5,5
annotation_1817,Maltese_349,annotator_043,1,1
annotation_1818,Maltese_331,annotator_043,1,1
annotation_1819,Maltese_322,annotator_043,2,2
annotation_1820,Maltese_327,annotator_043,1,1
annotation_1821,Maltese_330,annotator_043,1,1
annotation_1822,Maltese_358,annotator_043,4,4
annotation_1823,Maltese_368,annotator_043,5,5
annotation_1824,Maltese_365,annotator_043,1,1
annotation_1825,Maltese_342,annotator_043,1,1
annotation_1826,Maltese_345,annotator_043,5,5
annotation_1827,Maltese_333,annotator_043,4,4
annotation_1828,Maltese_351,annotator_043,1,1
annotation_1829,Maltese_335,annotator_043,2,2
annotation_1830,Maltese_366,annotator_043,1,1
annotation_1831,Maltese_356,annotator_043,2,2
annotation_1832,Maltese_336,annotator_043,5,5
annotation_1833,Maltese_343,annotator_043,1,1
annotation_1834,Maltese_360,annotator_043,3,3
annotation_1835,Maltese_324,annotator_043,5,5
annotation_1836,Maltese_364,annotator_043,1,1
annotation_1837,Maltese_367,annotator_043,1,1
annotation_1838,English_185,annotator_056,2,2
annotation_1839,English_206,annotator_056,1,1
annotation_1840,English_184,annotator_056,1,1
annotation_1841,English_207,annotator_056,2,2
annotation_1842,English_181,annotator_056,4,4
annotation_1843,English_182,annotator_056,1,1
annotation_1844,English_175,annotator_056,4,4
annotation_1845,English_208,annotator_056,5,4
annotation_1846,English_209,annotator_056,1,1
